sensor;moisture;r1;r2;c1;frequency;duty_cycle;measurement_wet;stabilization_time_wet;success_wet;measurement_dry;stabilization_time_dry;success_dry;difference;stabilization_time_avg
PN;0;1000;100000000;1e-08;6400;3;2187;291;1;3616;364;1;1429;327,5
PN;0;1000;100000000;1e-08;6400;5;2557;218;1;3713;218;1;1156;218,0
PN;0;1000;100000000;1e-08;6400;8;2939;219;1;3772;182;1;833;200,5
PN;0;1000;100000000;1e-08;6400;13;3295;182;1;3819;146;1;524;164,0
PN;0;1000;100000000;1e-08;6400;21;3579;146;1;3855;109;1;276;127,5
PN;0;1000;100000000;1e-08;6400;34;3739;110;1;3903;146;1;164;128,0
PN;0;1000;100000000;1e-08;6400;55;4091;109;1;3945;146;1;-146;127,5
PN;0;1000;100000000;1e-08;6400;89;4069;183;1;3984;110;1;-85;146,5
PN;0;1000;100000000;1e-08;6400;128;4095;72;1;4018;146;1;-77;109,0
PN;0;1000;100000000;1e-08;6400;255;4095;72;1;4085;110;1;-10;91,0
PN;0;1000;100000000;1e-08;12800;1;2005;254;1;3610;219;1;1605;236,5
PN;0;1000;100000000;1e-08;12800;2;2461;218;1;3752;219;1;1291;218,5
PN;0;1000;100000000;1e-08;12800;3;2770;182;1;3794;146;1;1024;164,0
PN;0;1000;100000000;1e-08;12800;5;3165;182;1;3846;146;1;681;164,0
PN;0;1000;100000000;1e-08;12800;8;3447;146;1;3886;109;1;439;127,5
PN;0;1000;100000000;1e-08;12800;13;3709;109;1;3931;146;1;222;127,5
PN;0;1000;100000000;1e-08;12800;21;4095;72;1;3978;146;1;-117;109,0
PN;0;1000;100000000;1e-08;12800;34;4095;72;1;4017;110;1;-78;91,0
PN;0;1000;100000000;1e-08;12800;55;4095;72;1;4065;110;1;-30;91,0
PN;0;1000;100000000;1e-08;12800;89;4095;72;1;4094;73;1;-1;72,5
PN;0;1000;100000000;1e-08;12800;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;12800;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;25600;1;1728;291;1;3471;509;1;1743;400,0
PN;0;1000;100000000;1e-08;25600;2;2066;218;1;3695;218;1;1629;218,0
PN;0;1000;100000000;1e-08;25600;3;2319;182;1;3775;182;1;1456;182,0
PN;0;1000;100000000;1e-08;25600;5;2689;182;1;3835;146;1;1146;164,0
PN;0;1000;100000000;1e-08;25600;8;3222;146;1;3881;146;1;659;146,0
PN;0;1000;100000000;1e-08;25600;13;3401;146;1;3922;110;1;521;128,0
PN;0;1000;100000000;1e-08;25600;21;3674;110;1;3972;146;1;298;128,0
PN;0;1000;100000000;1e-08;25600;34;3825;110;1;4014;110;1;189;110,0
PN;0;1000;100000000;1e-08;25600;55;4095;72;1;4065;146;1;-30;109,0
PN;0;1000;100000000;1e-08;25600;89;4095;72;1;4094;73;1;-1;72,5
PN;0;1000;100000000;1e-08;25600;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;25600;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;51200;1;1469;364;1;3200;500;0;1731;432,0
PN;0;1000;100000000;1e-08;51200;2;1790;255;1;3582;290;1;1792;272,5
PN;0;1000;100000000;1e-08;51200;3;1966;182;1;3709;218;1;1743;200,0
PN;0;1000;100000000;1e-08;51200;5;2257;146;1;3800;146;1;1543;146,0
PN;0;1000;100000000;1e-08;51200;8;2494;146;1;3854;109;1;1360;127,5
PN;0;1000;100000000;1e-08;51200;13;2907;146;1;3902;110;1;995;128,0
PN;0;1000;100000000;1e-08;51200;21;3473;109;1;3953;110;1;480;109,5
PN;0;1000;100000000;1e-08;51200;34;3539;109;1;4005;110;1;466;109,5
PN;0;1000;100000000;1e-08;51200;55;3897;110;1;4051;110;1;154;110,0
PN;0;1000;100000000;1e-08;51200;89;4028;110;1;4093;73;1;65;91,5
PN;0;1000;100000000;1e-08;51200;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;51200;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;100000;1;1838;146;1;3678;218;1;1840;182,0
PN;0;1000;100000000;1e-08;100000;2;2156;146;1;3807;109;1;1651;127,5
PN;0;1000;100000000;1e-08;100000;3;2387;146;1;3858;110;1;1471;128,0
PN;0;1000;100000000;1e-08;100000;5;2718;146;1;3925;146;1;1207;146,0
PN;0;1000;100000000;1e-08;100000;8;3032;110;1;3978;110;1;946;110,0
PN;0;1000;100000000;1e-08;100000;13;3542;110;1;4021;110;1;479;110,0
PN;0;1000;100000000;1e-08;100000;21;3942;110;1;4072;110;1;130;110,0
PN;0;1000;100000000;1e-08;100000;34;2164;146;1;3814;146;1;1650;146,0
PN;0;1000;100000000;1e-08;100000;55;3979;110;1;4083;110;1;104;110,0
PN;0;1000;100000000;1e-08;100000;89;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;100000;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;100000;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;200000;1;1534;145;1;3439;291;1;1905;218,0
PN;0;1000;100000000;1e-08;200000;2;1872;146;1;3714;146;1;1842;146,0
PN;0;1000;100000000;1e-08;200000;3;2048;146;1;3797;109;1;1749;127,5
PN;0;1000;100000000;1e-08;200000;5;2315;146;1;3862;110;1;1547;128,0
PN;0;1000;100000000;1e-08;200000;8;2611;110;1;3921;110;1;1310;110,0
PN;0;1000;100000000;1e-08;200000;13;2915;110;1;3978;110;1;1063;110,0
PN;0;1000;100000000;1e-08;200000;21;3445;110;1;4031;73;1;586;91,5
PN;0;1000;100000000;1e-08;200000;34;1882;146;1;3713;146;1;1831;146,0
PN;0;1000;100000000;1e-08;200000;55;3521;110;1;4045;73;1;524;91,5
PN;0;1000;100000000;1e-08;200000;89;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;200000;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;200000;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;400000;1;1166;292;1;2943;437;1;1777;364,5
PN;0;1000;100000000;1e-08;400000;2;1616;182;1;3522;255;1;1906;218,5
PN;0;1000;100000000;1e-08;400000;3;1965;183;1;3671;109;1;1706;146,0
PN;0;1000;100000000;1e-08;400000;5;2074;146;1;3754;73;1;1680;109,5
PN;0;1000;100000000;1e-08;400000;8;2545;110;1;3838;73;1;1293;91,5
PN;0;1000;100000000;1e-08;400000;13;2716;146;1;3913;110;1;1197;128,0
PN;0;1000;100000000;1e-08;400000;21;3499;110;1;3985;73;1;486;91,5
PN;0;1000;100000000;1e-08;400000;34;1630;183;1;3521;219;1;1891;201,0
PN;0;1000;100000000;1e-08;400000;55;3576;110;1;3992;110;1;416;110,0
PN;0;1000;100000000;1e-08;400000;89;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;400000;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;400000;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;800000;1;709;183;1;2157;475;1;1448;329,0
PN;0;1000;100000000;1e-08;800000;2;1328;183;1;3068;402;1;1740;292,5
PN;0;1000;100000000;1e-08;800000;3;1644;183;1;3418;402;1;1774;292,5
PN;0;1000;100000000;1e-08;800000;5;2010;110;1;3642;110;1;1632;110,0
PN;0;1000;100000000;1e-08;800000;8;2332;146;1;3751;73;1;1419;109,5
PN;0;1000;100000000;1e-08;800000;13;2725;110;1;3829;73;1;1104;91,5
PN;0;1000;100000000;1e-08;800000;21;3308;110;1;3894;73;1;586;91,5
PN;0;1000;100000000;1e-08;800000;34;1359;256;1;3054;438;1;1695;347,0
PN;0;1000;100000000;1e-08;800000;55;3440;73;1;3931;147;1;491;110,0
PN;0;1000;100000000;1e-08;800000;89;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;800000;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;800000;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;1600000;1;1402;500;0;3150;513;1;1748;506,5
PN;0;1000;100000000;1e-08;1600000;2;2112;500;0;3616;500;0;1504;500,0
PN;0;1000;100000000;1e-08;1600000;3;2492;500;0;3671;500;0;1179;500,0
PN;0;1000;100000000;1e-08;1600000;5;3061;500;0;3778;500;0;717;500,0
PN;0;1000;100000000;1e-08;1600000;8;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;1600000;13;3005;110;1;3808;500;0;803;305,0
PN;0;1000;100000000;1e-08;1600000;21;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;1600000;34;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;1600000;55;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;1600000;89;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;1600000;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;1600000;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;3200000;1;979;500;0;2318;500;0;1339;500,0
PN;0;1000;100000000;1e-08;3200000;2;1658;500;0;3227;500;0;1569;500,0
PN;0;1000;100000000;1e-08;3200000;3;2140;500;0;3501;500;0;1361;500,0
PN;0;1000;100000000;1e-08;3200000;5;2965;500;0;3556;500;0;591;500,0
PN;0;1000;100000000;1e-08;3200000;8;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;3200000;13;2953;500;0;3658;500;0;705;500,0
PN;0;1000;100000000;1e-08;3200000;21;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;3200000;34;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;3200000;55;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;3200000;89;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;3200000;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;3200000;255;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;6400000;1;717;500;0;1738;500;0;1021;500,0
PN;0;1000;100000000;1e-08;6400000;2;1498;500;0;2724;500;0;1226;500,0
PN;0;1000;100000000;1e-08;6400000;3;1808;500;0;3036;500;0;1228;500,0
PN;0;1000;100000000;1e-08;6400000;5;2558;500;0;2827;500;0;269;500,0
PN;0;1000;100000000;1e-08;6400000;8;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;6400000;13;2720;500;0;2813;500;0;93;500,0
PN;0;1000;100000000;1e-08;6400000;21;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;6400000;34;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;6400000;55;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;6400000;89;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;6400000;128;4095;72;1;4095;72;1;0;72,0
PN;0;1000;100000000;1e-08;6400000;255;4095;72;1;4095;72;1;0;72,0
NPPN;0;1000;100000000;1e-06;100;1;838;500;0;845;500;0;7;500,0
NPPN;0;1000;100000000;1e-06;100;2;1538;500;0;1596;500;0;58;500,0
NPPN;0;1000;100000000;1e-06;100;3;2166;500;0;2204;500;0;38;500,0
NPPN;0;1000;100000000;1e-06;100;5;2771;500;0;2819;500;0;48;500,0
NPPN;0;1000;100000000;1e-06;100;8;3228;500;0;3260;500;0;32;500,0
NPPN;0;1000;100000000;1e-06;100;13;3479;500;0;3486;500;0;7;500,0
NPPN;0;1000;100000000;1e-06;100;21;3610;500;0;3612;500;0;2;500,0
NPPN;0;1000;100000000;1e-06;100;34;3683;500;0;3683;500;0;0;500,0
NPPN;0;1000;100000000;1e-06;100;55;3735;500;0;3729;495;1;-6;497,5
NPPN;0;1000;100000000;1e-06;100;89;3781;540;1;3779;500;0;-2;520,0
NPPN;0;1000;100000000;1e-06;100;128;3808;495;1;3804;495;1;-4;495,0
NPPN;0;1000;100000000;1e-06;100;255;3863;450;1;3850;405;1;-13;427,5
NPPN;0;1000;100000000;1e-06;200;1;2257;500;0;2292;500;0;35;500,0
NPPN;0;1000;100000000;1e-06;200;2;1331;500;0;1423;500;0;92;500,0
NPPN;0;1000;100000000;1e-06;200;3;1916;500;0;1963;500;0;47;500,0
NPPN;0;1000;100000000;1e-06;200;5;2645;500;0;2703;500;0;58;500,0
NPPN;0;1000;100000000;1e-06;200;8;3172;500;0;3212;500;0;40;500,0
NPPN;0;1000;100000000;1e-06;200;13;3460;500;0;3474;500;0;14;500,0
NPPN;0;1000;100000000;1e-06;200;21;3602;500;0;3606;500;0;4;500,0
NPPN;0;1000;100000000;1e-06;200;34;3678;500;0;3682;500;0;4;500,0
NPPN;0;1000;100000000;1e-06;200;55;3731;539;1;3734;539;1;3;539,0
NPPN;0;1000;100000000;1e-06;200;89;3774;494;1;3767;449;1;-7;471,5
NPPN;0;1000;100000000;1e-06;200;128;3808;494;1;3805;495;1;-3;494,5
NPPN;0;1000;100000000;1e-06;200;255;3866;494;1;3861;495;1;-5;494,5
NPPN;0;1000;100000000;1e-06;400;1;1582;500;0;1634;500;0;52;500,0
NPPN;0;1000;100000000;1e-06;400;2;977;500;0;1052;500;0;75;500,0
NPPN;0;1000;100000000;1e-06;400;3;1636;500;0;1690;500;0;54;500,0
NPPN;0;1000;100000000;1e-06;400;5;2426;500;0;2471;500;0;45;500,0
NPPN;0;1000;100000000;1e-06;400;8;3025;500;0;3063;500;0;38;500,0
NPPN;0;1000;100000000;1e-06;400;13;3438;500;0;3452;500;0;14;500,0
NPPN;0;1000;100000000;1e-06;400;21;3593;500;0;3601;500;0;8;500,0
NPPN;0;1000;100000000;1e-06;400;34;3676;500;0;3680;500;0;4;500,0
NPPN;0;1000;100000000;1e-06;400;55;3726;493;1;3728;494;1;2;493,5
NPPN;0;1000;100000000;1e-06;400;89;3773;494;1;3766;449;1;-7;471,5
NPPN;0;1000;100000000;1e-06;400;128;3810;500;0;3798;449;1;-12;474,5
NPPN;0;1000;100000000;1e-06;400;255;3865;494;1;3866;540;1;1;517,0
NPPN;0;1000;100000000;1e-06;800;1;1049;500;0;1102;500;0;53;500,0
NPPN;0;1000;100000000;1e-06;800;2;756;500;0;812;500;0;56;500,0
NPPN;0;1000;100000000;1e-06;800;3;1134;500;0;1212;500;0;78;500,0
NPPN;0;1000;100000000;1e-06;800;5;2108;500;0;2182;500;0;74;500,0
NPPN;0;1000;100000000;1e-06;800;8;2733;500;0;2777;500;0;44;500,0
NPPN;0;1000;100000000;1e-06;800;13;3358;500;0;3377;500;0;19;500,0
NPPN;0;1000;100000000;1e-06;800;21;3576;500;0;3585;500;0;9;500,0
NPPN;0;1000;100000000;1e-06;800;34;3667;500;0;3672;500;0;5;500,0
NPPN;0;1000;100000000;1e-06;800;55;3726;538;1;3728;539;1;2;538,5
NPPN;0;1000;100000000;1e-06;800;89;3770;494;1;3764;449;1;-6;471,5
NPPN;0;1000;100000000;1e-06;800;128;3807;539;1;3807;539;1;0;539,0
NPPN;0;1000;100000000;1e-06;800;255;3850;404;1;3856;449;1;6;426,5
NPPN;0;1000;100000000;1e-06;1600;1;1182;500;0;1233;500;0;51;500,0
NPPN;0;1000;100000000;1e-06;1600;2;1219;500;0;1269;500;0;50;500,0
NPPN;0;1000;100000000;1e-06;1600;3;1784;500;0;1849;500;0;65;500,0
NPPN;0;1000;100000000;1e-06;1600;5;2834;500;0;2872;500;0;38;500,0
NPPN;0;1000;100000000;1e-06;1600;8;3304;500;0;3332;500;0;28;500,0
NPPN;0;1000;100000000;1e-06;1600;13;3603;500;0;3615;500;0;12;500,0
NPPN;0;1000;100000000;1e-06;1600;21;3694;500;0;3697;500;0;3;500,0
NPPN;0;1000;100000000;1e-06;1600;34;3740;493;1;3750;539;1;10;516,0
NPPN;0;1000;100000000;1e-06;1600;55;3789;494;1;3784;449;1;-5;471,5
NPPN;0;1000;100000000;1e-06;1600;89;3820;404;1;3826;449;1;6;426,5
NPPN;0;1000;100000000;1e-06;1600;128;3851;404;1;3850;404;1;-1;404,0
NPPN;0;1000;100000000;1e-06;1600;255;3914;404;1;3915;450;1;1;427,0
NPPN;0;1000;100000000;1e-06;3200;1;887;500;0;687;500;0;-200;500,0
NPPN;0;1000;100000000;1e-06;3200;2;1137;500;0;1179;500;0;42;500,0
NPPN;0;1000;100000000;1e-06;3200;3;1712;500;0;1775;500;0;63;500,0
NPPN;0;1000;100000000;1e-06;3200;5;2496;500;0;2546;500;0;50;500,0
NPPN;0;1000;100000000;1e-06;3200;8;3164;500;0;3194;500;0;30;500,0
NPPN;0;1000;100000000;1e-06;3200;13;3536;500;0;3549;500;0;13;500,0
NPPN;0;1000;100000000;1e-06;3200;21;3669;500;0;3677;500;0;8;500,0
NPPN;0;1000;100000000;1e-06;3200;34;3730;493;1;3733;494;1;3;493,5
NPPN;0;1000;100000000;1e-06;3200;55;3775;449;1;3778;449;1;3;449,0
NPPN;0;1000;100000000;1e-06;3200;89;3822;449;1;3822;449;1;0;449,0
NPPN;0;1000;100000000;1e-06;3200;128;3854;449;1;3853;449;1;-1;449,0
NPPN;0;1000;100000000;1e-06;3200;255;3920;494;1;3914;450;1;-6;472,0
NPPN;0;1000;100000000;1e-06;6400;1;492;500;0;547;500;0;55;500,0
NPPN;0;1000;100000000;1e-06;6400;2;806;500;0;859;500;0;53;500,0
NPPN;0;1000;100000000;1e-06;6400;3;1307;500;0;1372;500;0;65;500,0
NPPN;0;1000;100000000;1e-06;6400;5;2089;500;0;2145;500;0;56;500,0
NPPN;0;1000;100000000;1e-06;6400;8;2825;500;0;2866;500;0;41;500,0
NPPN;0;1000;100000000;1e-06;6400;13;3389;500;0;3418;500;0;29;500,0
NPPN;0;1000;100000000;1e-06;6400;21;3635;500;0;3642;500;0;7;500,0
NPPN;0;1000;100000000;1e-06;6400;34;3721;500;0;3727;538;1;6;519,0
NPPN;0;1000;100000000;1e-06;6400;55;3765;449;1;3770;449;1;5;449,0
NPPN;0;1000;100000000;1e-06;6400;89;3816;449;1;3810;404;1;-6;426,5
NPPN;0;1000;100000000;1e-06;6400;128;3841;404;1;3842;404;1;1;404,0
NPPN;0;1000;100000000;1e-06;6400;255;3904;404;1;3909;450;1;5;427,0
NPPN;0;1000;100000000;1e-06;12800;1;1338;500;0;1383;500;0;45;500,0
NPPN;0;1000;100000000;1e-06;12800;2;2339;500;0;2396;500;0;57;500,0
NPPN;0;1000;100000000;1e-06;12800;3;2976;500;0;3012;500;0;36;500,0
NPPN;0;1000;100000000;1e-06;12800;5;3494;500;0;3512;500;0;18;500,0
NPPN;0;1000;100000000;1e-06;12800;8;3676;500;0;3681;500;0;5;500,0
NPPN;0;1000;100000000;1e-06;12800;13;3749;493;1;3754;500;0;5;496,5
NPPN;0;1000;100000000;1e-06;12800;21;3792;404;1;3789;404;1;-3;404,0
NPPN;0;1000;100000000;1e-06;12800;34;3844;449;1;3839;449;1;-5;449,0
NPPN;0;1000;100000000;1e-06;12800;55;3889;449;1;3886;449;1;-3;449,0
NPPN;0;1000;100000000;1e-06;12800;89;3943;494;1;3917;314;1;-26;404,0
NPPN;0;1000;100000000;1e-06;12800;128;3984;449;1;3989;500;0;5;474,5
NPPN;0;1000;100000000;1e-06;12800;255;3981;449;1;3981;450;1;0;449,5
NPPN;0;1000;100000000;1e-06;25600;1;965;500;0;1032;500;0;67;500,0
NPPN;0;1000;100000000;1e-06;25600;2;1767;500;0;1817;500;0;50;500,0
NPPN;0;1000;100000000;1e-06;25600;3;2455;500;0;2503;500;0;48;500,0
NPPN;0;1000;100000000;1e-06;25600;5;3190;500;0;3225;500;0;35;500,0
NPPN;0;1000;100000000;1e-06;25600;8;3568;500;0;3577;500;0;9;500,0
NPPN;0;1000;100000000;1e-06;25600;13;3715;538;1;3722;538;1;7;538,0
NPPN;0;1000;100000000;1e-06;25600;21;3782;539;1;3782;494;1;0;516,5
NPPN;0;1000;100000000;1e-06;25600;34;3825;404;1;3810;314;1;-15;359,0
NPPN;0;1000;100000000;1e-06;25600;55;3880;449;1;3855;315;1;-25;382,0
NPPN;0;1000;100000000;1e-06;25600;89;3922;404;1;3912;360;1;-10;382,0
NPPN;0;1000;100000000;1e-06;25600;128;3990;495;1;3977;450;1;-13;472,5
NPPN;0;1000;100000000;1e-06;25600;255;3984;449;1;3980;450;1;-4;449,5
NPPN;0;1000;100000000;1e-06;51200;1;625;500;0;749;500;0;124;500,0
NPPN;0;1000;100000000;1e-06;51200;2;1208;500;0;1271;500;0;63;500,0
NPPN;0;1000;100000000;1e-06;51200;3;1810;500;0;1868;500;0;58;500,0
NPPN;0;1000;100000000;1e-06;51200;5;2652;500;0;2699;500;0;47;500,0
NPPN;0;1000;100000000;1e-06;51200;8;3266;500;0;3301;500;0;35;500,0
NPPN;0;1000;100000000;1e-06;51200;13;3617;500;0;3620;500;0;3;500,0
NPPN;0;1000;100000000;1e-06;51200;21;3732;494;1;3719;404;1;-13;449,0
NPPN;0;1000;100000000;1e-06;51200;34;3798;404;1;3791;359;1;-7;381,5
NPPN;0;1000;100000000;1e-06;51200;55;3848;359;1;3848;405;1;0;382,0
NPPN;0;1000;100000000;1e-06;51200;89;3901;360;1;3866;225;1;-35;292,5
NPPN;0;1000;100000000;1e-06;51200;128;3989;495;1;3967;405;1;-22;450,0
NPPN;0;1000;100000000;1e-06;51200;255;3978;450;1;3978;495;1;0;472,5
NPPN;0;1000;100000000;1e-06;100000;1;1639;500;0;1678;500;0;39;500,0
NPPN;0;1000;100000000;1e-06;100000;2;2689;500;0;2740;500;0;51;500,0
NPPN;0;1000;100000000;1e-06;100000;3;3232;500;0;3270;500;0;38;500,0
NPPN;0;1000;100000000;1e-06;100000;5;3604;500;0;3600;500;0;-4;500,0
NPPN;0;1000;100000000;1e-06;100000;8;3746;500;0;3744;500;0;-2;500,0
NPPN;0;1000;100000000;1e-06;100000;13;3812;450;1;3791;270;1;-21;360,0
NPPN;0;1000;100000000;1e-06;100000;21;3874;495;1;3846;500;0;-28;497,5
NPPN;0;1000;100000000;1e-06;100000;34;2720;500;0;2757;500;0;37;500,0
NPPN;0;1000;100000000;1e-06;100000;55;3863;315;1;3885;500;0;22;407,5
NPPN;0;1000;100000000;1e-06;100000;89;3992;495;1;3954;360;1;-38;427,5
NPPN;0;1000;100000000;1e-06;100000;128;3981;404;1;3980;405;1;-1;404,5
NPPN;0;1000;100000000;1e-06;100000;255;3985;449;1;3991;495;1;6;472,0
NPPN;0;1000;100000000;1e-06;200000;1;946;500;0;975;500;0;29;500,0
NPPN;0;1000;100000000;1e-06;200000;2;1889;500;0;1940;500;0;51;500,0
NPPN;0;1000;100000000;1e-06;200000;3;2519;500;0;2560;500;0;41;500,0
NPPN;0;1000;100000000;1e-06;200000;5;3215;500;0;3267;500;0;52;500,0
NPPN;0;1000;100000000;1e-06;200000;8;3573;404;1;3546;500;0;-27;452,0
NPPN;0;1000;100000000;1e-06;200000;13;3760;500;0;3788;500;0;28;500,0
NPPN;0;1000;100000000;1e-06;200000;21;3833;500;0;3871;500;0;38;500,0
NPPN;0;1000;100000000;1e-06;200000;34;1936;500;0;1977;500;0;41;500,0
NPPN;0;1000;100000000;1e-06;200000;55;3833;500;0;3815;500;0;-18;500,0
NPPN;0;1000;100000000;1e-06;200000;89;4005;500;0;3971;500;0;-34;500,0
NPPN;0;1000;100000000;1e-06;200000;128;3988;494;1;3992;495;1;4;494,5
NPPN;0;1000;100000000;1e-06;200000;255;3996;539;1;3988;450;1;-8;494,5
NPPN;0;1000;100000000;1e-06;400000;1;464;500;0;504;500;0;40;500,0
NPPN;0;1000;100000000;1e-06;400000;2;1050;500;0;1473;500;0;423;500,0
NPPN;0;1000;100000000;1e-06;400000;3;1683;500;0;1737;500;0;54;500,0
NPPN;0;1000;100000000;1e-06;400000;5;2450;500;0;2501;500;0;51;500,0
NPPN;0;1000;100000000;1e-06;400000;8;3128;500;0;3244;500;0;116;500,0
NPPN;0;1000;100000000;1e-06;400000;13;3578;500;0;3537;500;0;-41;500,0
NPPN;0;1000;100000000;1e-06;400000;21;3778;500;0;3795;500;0;17;500,0
NPPN;0;1000;100000000;1e-06;400000;34;1088;500;0;1135;500;0;47;500,0
NPPN;0;1000;100000000;1e-06;400000;55;3793;500;0;3813;500;0;20;500,0
NPPN;0;1000;100000000;1e-06;400000;89;4000;500;0;3994;500;0;-6;500,0
NPPN;0;1000;100000000;1e-06;400000;128;3982;449;1;3997;540;1;15;494,5
NPPN;0;1000;100000000;1e-06;400000;255;3984;449;1;3987;450;1;3;449,5
NPPN;0;1000;100000000;1e-06;800000;1;426;500;0;535;500;0;109;500,0
NPPN;0;1000;100000000;1e-06;800000;2;444;500;0;865;500;0;421;500,0
NPPN;0;1000;100000000;1e-06;800000;3;814;500;0;904;500;0;90;500,0
NPPN;0;1000;100000000;1e-06;800000;5;1583;500;0;1629;500;0;46;500,0
NPPN;0;1000;100000000;1e-06;800000;8;2280;500;0;2323;500;0;43;500,0
NPPN;0;1000;100000000;1e-06;800000;13;3046;500;0;3095;500;0;49;500,0
NPPN;0;1000;100000000;1e-06;800000;21;3667;500;0;3629;500;0;-38;500,0
NPPN;0;1000;100000000;1e-06;800000;34;522;500;0;857;500;0;335;500,0
NPPN;0;1000;100000000;1e-06;800000;55;3673;500;0;3656;500;0;-17;500,0
NPPN;0;1000;100000000;1e-06;800000;89;4038;500;0;4002;500;0;-36;500,0
NPPN;0;1000;100000000;1e-06;800000;128;3983;449;1;3997;540;1;14;494,5
NPPN;0;1000;100000000;1e-06;800000;255;3981;404;1;3984;405;1;3;404,5
NPPN;0;1000;100000000;1e-06;1600000;1;646;500;0;677;500;0;31;500,0
NPPN;0;1000;100000000;1e-06;1600000;2;1418;500;0;1443;500;0;25;500,0
NPPN;0;1000;100000000;1e-06;1600000;3;2154;500;0;2187;500;0;33;500,0
NPPN;0;1000;100000000;1e-06;1600000;5;3050;500;0;3011;500;0;-39;500,0
NPPN;0;1000;100000000;1e-06;1600000;8;4094;223;1;4095;89;1;1;156,0
NPPN;0;1000;100000000;1e-06;1600000;13;3003;539;1;3026;540;1;23;539,5
NPPN;0;1000;100000000;1e-06;1600000;21;4094;446;1;4095;89;1;1;267,5
NPPN;0;1000;100000000;1e-06;1600000;34;3984;449;1;3990;495;1;6;472,0
NPPN;0;1000;100000000;1e-06;1600000;55;3985;449;1;3982;405;1;-3;427,0
NPPN;0;1000;100000000;1e-06;1600000;89;3987;449;1;3987;450;1;0;449,5
NPPN;0;1000;100000000;1e-06;1600000;128;3999;539;1;3988;450;1;-11;494,5
NPPN;0;1000;100000000;1e-06;1600000;255;3982;404;1;3982;405;1;0;404,5
NPPN;0;1000;100000000;1e-06;3200000;1;434;500;0;585;449;1;151;474,5
NPPN;0;1000;100000000;1e-06;3200000;2;929;500;0;950;500;0;21;500,0
NPPN;0;1000;100000000;1e-06;3200000;3;1525;500;0;1551;500;0;26;500,0
NPPN;0;1000;100000000;1e-06;3200000;5;2638;500;0;2727;500;0;89;500,0
NPPN;0;1000;100000000;1e-06;3200000;8;4094;178;1;4095;89;1;1;133,5
NPPN;0;1000;100000000;1e-06;3200000;13;2674;500;0;2684;500;0;10;500,0
NPPN;0;1000;100000000;1e-06;3200000;21;4090;500;0;4095;89;1;5;294,5
NPPN;0;1000;100000000;1e-06;3200000;34;3977;404;1;3982;404;1;5;404,0
NPPN;0;1000;100000000;1e-06;3200000;55;3999;539;1;3987;449;1;-12;494,0
NPPN;0;1000;100000000;1e-06;3200000;89;3987;449;1;3984;405;1;-3;427,0
